url,status,last_page
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2123,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2124,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2125,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2126,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2127,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2128,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2129,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2131,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2133,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2136,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2137,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2138,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2139,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2140,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2141,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2142,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2143,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2144,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2145,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2146,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2147,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2148,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2150,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2151,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2152,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2153,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2154,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2155,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2156,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2157,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2158,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2159,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2160,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2161,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2162,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2163,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2164,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2165,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2166,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2167,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2168,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2170,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2171,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2172,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2173,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2174,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2175,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2176,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2178,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2179,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2190,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2191,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2192,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2193,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2194,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2195,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2196,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2197,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2198,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2199,completed,1
